immatriculation,type_engin,marque,annee_mise_en_service,age_vehicule_ans,departement_affectation,km_parcourus_estimes,etat_general,assureur
PRT-0555-BJ,Camion benne,FAW,2016,8,Zou,194000,Moyen,SAAR-Bénin
PRT-0556-BJ,Pelle hydraulique,Doosan,2007,17,Atlantique,436000,Moyen,BGFA Bénin
PRT-0557-BJ,Camion benne,IVECO,2011,13,Littoral,578000,Mauvais,NSIA Bénin
PRT-0558-BJ,Camion citerne,FOTON,2015,9,Borgou,328000,Mauvais,UAB
PRT-0559-BJ,Camion plateau,IVECO,2018,6,Ouémé,205000,Moyen,SOBAC
PRT-0560-BJ,Camion plateau,DAF,2015,9,Borgou,293000,Moyen,SOBAC
PRT-0561-BJ,Camion citerne,SINO TRUCK,2021,3,Atlantique,62000,Bon,BGFA Bénin
PRT-0562-BJ,Pelle hydraulique,Hitachi,2010,14,Atlantique,550000,Mauvais,SAAR-Bénin
PRT-0563-BJ,Bulldozer,Hitachi,2010,14,Donga,510000,Mauvais,NSIA Bénin
PRT-0564-BJ,Camion benne,DAF,2014,10,Ouémé,272000,Mauvais,SAAR-Bénin
PRT-0565-BJ,Compacteur,Doosan,2008,16,Plateau,546000,Mauvais,COLINA
PRT-0566-BJ,Finisseur asphalte,Komatsu,2020,4,Atacora,174000,Bon,SOBAC
PRT-0567-BJ,Véhicule léger 4x4,Ford,2018,6,Littoral,117000,Moyen,Allianz Bénin
PRT-0568-BJ,Véhicule léger 4x4,Mitsubishi,2019,5,Littoral,105000,Moyen,BGFA Bénin
PRT-0569-BJ,Camion benne,SINO TRUCK,2010,14,Atlantique,417000,Moyen,SAAR-Bénin
PRT-0570-BJ,Camion benne,Volvo,2010,14,Plateau,250000,Mauvais,Allianz Bénin
PRT-0571-BJ,Compacteur,JCB,2017,7,Ouémé,106000,Bon,NSIA Bénin
PRT-0572-BJ,Niveleuse,SANY,2005,19,Atacora,616000,Mauvais,Allianz Bénin
PRT-0573-BJ,Camion benne,Mercedes-Benz,2012,12,Atlantique,303000,Mauvais,Allianz Bénin
PRT-0574-BJ,Camion benne,FAW,2014,10,Littoral,248000,Mauvais,SAAR-Bénin
PRT-0575-BJ,Véhicule léger 4x4,Mitsubishi,2021,3,Atlantique,132000,Bon,SOBAC
PRT-0576-BJ,Camion plateau,SINO TRUCK,2020,4,Ouémé,179000,Bon,BGFA Bénin
PRT-0577-BJ,Véhicule léger 4x4,Nissan,2012,12,Borgou,469000,Bon,NSIA Bénin
PRT-0578-BJ,Compacteur,Liebherr,2008,16,Ouémé,260000,Mauvais,UAB
PRT-0579-BJ,Chargeur,XCMG,2022,2,Collines,69000,Bon,NSIA Bénin
PRT-0580-BJ,Pelle hydraulique,Caterpillar,2006,18,Borgou,494000,Mauvais,NSIA Bénin
PRT-0581-BJ,Niveleuse,Doosan,2009,15,Atlantique,230000,Mauvais,SAAR-Bénin
PRT-0582-BJ,Véhicule léger 4x4,Toyota,2021,3,Atlantique,105000,Bon,SOBAC
PRT-0583-BJ,Camion benne,MAN,2021,3,Borgou,57000,Bon,SAAR-Bénin
PRT-0584-BJ,Camion benne,MAN,2020,4,Littoral,94000,Bon,BGFA Bénin
PRT-0585-BJ,Niveleuse,Volvo CE,2016,8,Borgou,130000,Moyen,COLINA
PRT-0586-BJ,Niveleuse,Volvo CE,2020,4,Atlantique,148000,Bon,NSIA Bénin
PRT-0587-BJ,Camion malaxeur béton,SHACMAN,2009,15,Donga,262000,Mauvais,SOBAC
PRT-0588-BJ,Bulldozer,XCMG,2012,12,Plateau,284000,Mauvais,UAB
PRT-0589-BJ,Camion benne,Volvo,2006,18,Alibori,669000,Mauvais,SAAR-Bénin
PRT-0590-BJ,Véhicule léger 4x4,Toyota,2008,16,Alibori,245000,Mauvais,BGFA Bénin
PRT-0591-BJ,Camion benne,Volvo,2015,9,Ouémé,318000,Moyen,SAAR-Bénin
PRT-0592-BJ,Chargeur,Komatsu,2016,8,Alibori,225000,Bon,UAB
PRT-0593-BJ,Camion plateau,IVECO,2017,7,Borgou,202000,Bon,SOBAC
PRT-0594-BJ,Chargeur,Liebherr,2008,16,Littoral,683000,Mauvais,Allianz Bénin
PRT-0595-BJ,Camion benne,SHACMAN,2019,5,Littoral,134000,Bon,COLINA
PRT-0596-BJ,Camion benne,Volvo,2020,4,Donga,114000,Bon,UAB
PRT-0597-BJ,Camion benne,IVECO,2015,9,Littoral,290000,Mauvais,BGFA Bénin
PRT-0598-BJ,Bulldozer,Volvo CE,2015,9,Zou,317000,Moyen,NSIA Bénin
PRT-0599-BJ,Véhicule léger 4x4,Land Rover,2012,12,Plateau,432000,Moyen,UAB
PRT-0600-BJ,Camion benne,FAW,2006,18,Littoral,568000,Mauvais,BGFA Bénin
PRT-0601-BJ,Véhicule léger 4x4,Isuzu,2010,14,Littoral,321000,Mauvais,SAAR-Bénin
PRT-0602-BJ,Camion plateau,Mercedes-Benz,2021,3,Atlantique,108000,Bon,UAB
PRT-0603-BJ,Véhicule léger 4x4,Nissan,2007,17,Plateau,505000,Mauvais,NSIA Bénin
PRT-0604-BJ,Chargeur,Doosan,2015,9,Littoral,328000,Moyen,NSIA Bénin
PRT-0605-BJ,Camion benne,FOTON,2006,18,Zou,324000,Moyen,BGFA Bénin
PRT-0606-BJ,Compacteur,XCMG,2021,3,Zou,109000,Bon,SOBAC
PRT-0607-BJ,Véhicule léger 4x4,Ford,2016,8,Alibori,341000,Mauvais,UAB
PRT-0608-BJ,Véhicule léger 4x4,Mitsubishi,2020,4,Borgou,119000,Bon,NSIA Bénin
PRT-0609-BJ,Camion benne,DAF,2005,19,Ouémé,783000,Mauvais,SAAR-Bénin
PRT-0610-BJ,Niveleuse,SANY,2008,16,Littoral,314000,Moyen,BGFA Bénin
PRT-0611-BJ,Bulldozer,JCB,2008,16,Atlantique,303000,Moyen,BGFA Bénin
PRT-0612-BJ,Véhicule léger 4x4,Isuzu,2011,13,Borgou,372000,Moyen,NSIA Bénin
PRT-0613-BJ,Camion malaxeur béton,MAN,2019,5,Plateau,158000,Bon,Allianz Bénin
PRT-0614-BJ,Camion plateau,Mercedes-Benz,2021,3,Borgou,99000,Bon,UAB
PRT-0615-BJ,Grue mobile,Doosan,2021,3,Borgou,134000,Bon,Allianz Bénin
PRT-0616-BJ,Pelle hydraulique,Liebherr,2009,15,Littoral,523000,Mauvais,SAAR-Bénin
PRT-0617-BJ,Niveleuse,JCB,2018,6,Mono,240000,Moyen,Allianz Bénin
PRT-0618-BJ,Camion benne,SINO TRUCK,2014,10,Plateau,285000,Bon,COLINA
PRT-0619-BJ,Pelle hydraulique,Hitachi,2014,10,Alibori,253000,Moyen,SOBAC
PRT-0620-BJ,Bulldozer,Hitachi,2011,13,Atlantique,319000,Mauvais,SOBAC
PRT-0621-BJ,Véhicule léger 4x4,Land Rover,2009,15,Couffo,312000,Mauvais,COLINA
PRT-0622-BJ,Niveleuse,SANY,2008,16,Borgou,546000,Mauvais,COLINA
PRT-0623-BJ,Finisseur asphalte,JCB,2022,2,Atlantique,86000,Bon,UAB
PRT-0624-BJ,Camion citerne,FAW,2008,16,Littoral,591000,Moyen,NSIA Bénin
PRT-0625-BJ,Camion benne,Volvo,2014,10,Borgou,170000,Bon,SOBAC
PRT-0626-BJ,Camion citerne,DAF,2022,2,Littoral,83000,Bon,UAB
PRT-0627-BJ,Camion benne,FAW,2012,12,Borgou,273000,Moyen,COLINA
PRT-0628-BJ,Camion citerne,IVECO,2006,18,Donga,735000,Mauvais,SOBAC
PRT-0629-BJ,Véhicule léger 4x4,Mitsubishi,2006,18,Littoral,636000,Moyen,BGFA Bénin
PRT-0630-BJ,Camion citerne,SHACMAN,2012,12,Atacora,435000,Mauvais,SAAR-Bénin
PRT-0631-BJ,Bulldozer,Hitachi,2011,13,Borgou,320000,Mauvais,UAB
PRT-0632-BJ,Camion benne,MAN,2010,14,Mono,265000,Mauvais,UAB
PRT-0633-BJ,Camion benne,IVECO,2022,2,Atlantique,41000,Bon,COLINA
PRT-0634-BJ,Grue mobile,Caterpillar,2015,9,Plateau,147000,Mauvais,Allianz Bénin
PRT-0635-BJ,Camion malaxeur béton,Mercedes-Benz,2014,10,Plateau,267000,Moyen,NSIA Bénin
PRT-0636-BJ,Camion citerne,SINO TRUCK,2021,3,Atlantique,63000,Bon,COLINA
PRT-0637-BJ,Camion benne,FAW,2010,14,Ouémé,252000,Mauvais,SAAR-Bénin
PRT-0638-BJ,Camion benne,DAF,2015,9,Atlantique,357000,Moyen,COLINA
PRT-0639-BJ,Niveleuse,Hitachi,2005,19,Littoral,435000,Moyen,SOBAC
PRT-0640-BJ,Compacteur,Volvo CE,2006,18,Borgou,740000,Moyen,NSIA Bénin
PRT-0641-BJ,Véhicule léger 4x4,Mitsubishi,2014,10,Littoral,402000,Moyen,SAAR-Bénin
PRT-0642-BJ,Niveleuse,Hitachi,2019,5,Plateau,182000,Bon,Allianz Bénin
PRT-0643-BJ,Véhicule léger 4x4,Toyota,2008,16,Littoral,522000,Mauvais,COLINA
PRT-0644-BJ,Camion benne,MAN,2011,13,Borgou,563000,Mauvais,SOBAC
PRT-0645-BJ,Véhicule léger 4x4,Toyota,2011,13,Zou,511000,Mauvais,BGFA Bénin
PRT-0646-BJ,Véhicule léger 4x4,Toyota,2009,15,Littoral,244000,Mauvais,NSIA Bénin
PRT-0647-BJ,Camion benne,Volvo,2013,11,Zou,247000,Moyen,SAAR-Bénin
PRT-0648-BJ,Véhicule léger 4x4,Isuzu,2017,7,Ouémé,259000,Bon,NSIA Bénin
PRT-0649-BJ,Niveleuse,Komatsu,2006,18,Borgou,567000,Moyen,NSIA Bénin
PRT-0650-BJ,Véhicule léger 4x4,Land Rover,2014,10,Collines,293000,Moyen,UAB
PRT-0651-BJ,Véhicule léger 4x4,Land Rover,2005,19,Plateau,370000,Mauvais,SOBAC
PRT-0652-BJ,Véhicule léger 4x4,Mitsubishi,2014,10,Mono,372000,Bon,BGFA Bénin
PRT-0653-BJ,Chargeur,SANY,2005,19,Zou,362000,Mauvais,NSIA Bénin
PRT-0654-BJ,Camion benne,FOTON,2022,2,Zou,36000,Bon,SAAR-Bénin
PRT-0655-BJ,Camion benne,SINO TRUCK,2011,13,Ouémé,413000,Mauvais,Allianz Bénin
PRT-0656-BJ,Camion benne,DAF,2013,11,Littoral,453000,Bon,COLINA
PRT-0657-BJ,Chargeur,Hitachi,2019,5,Collines,185000,Bon,NSIA Bénin
PRT-0658-BJ,Camion benne,DAF,2020,4,Donga,148000,Bon,SOBAC
PRT-0659-BJ,Camion benne,IVECO,2007,17,Atacora,506000,Moyen,SAAR-Bénin
PRT-0660-BJ,Compacteur,XCMG,2009,15,Zou,380000,Mauvais,UAB
PRT-0661-BJ,Camion benne,SINO TRUCK,2012,12,Borgou,432000,Mauvais,UAB
PRT-0662-BJ,Camion benne,SINO TRUCK,2009,15,Borgou,461000,Moyen,UAB
PRT-0663-BJ,Véhicule léger 4x4,Ford,2020,4,Zou,140000,Bon,NSIA Bénin
PRT-0664-BJ,Grue mobile,Liebherr,2022,2,Littoral,78000,Bon,SOBAC
PRT-0665-BJ,Camion benne,MAN,2005,19,Alibori,791000,Mauvais,COLINA
PRT-0666-BJ,Compacteur,Volvo CE,2006,18,Zou,588000,Mauvais,UAB
PRT-0667-BJ,Pelle hydraulique,Liebherr,2016,8,Ouémé,275000,Mauvais,SOBAC
PRT-0668-BJ,Chargeur,Liebherr,2019,5,Zou,135000,Bon,COLINA
PRT-0669-BJ,Camion benne,DAF,2010,14,Borgou,283000,Moyen,Allianz Bénin
PRT-0670-BJ,Compacteur,Liebherr,2020,4,Donga,160000,Bon,UAB
PRT-0671-BJ,Camion benne,IVECO,2016,8,Atlantique,256000,Moyen,BGFA Bénin
PRT-0672-BJ,Véhicule léger 4x4,Isuzu,2019,5,Atacora,181000,Bon,SAAR-Bénin
PRT-0673-BJ,Camion benne,FAW,2013,11,Alibori,361000,Moyen,COLINA
PRT-0674-BJ,Camion benne,FOTON,2016,8,Zou,140000,Mauvais,COLINA
PRT-0675-BJ,Camion benne,DAF,2021,3,Ouémé,125000,Bon,BGFA Bénin
PRT-0676-BJ,Véhicule léger 4x4,Isuzu,2005,19,Zou,388000,Moyen,Allianz Bénin
PRT-0677-BJ,Camion benne,IVECO,2011,13,Littoral,451000,Moyen,SOBAC
PRT-0678-BJ,Camion citerne,DAF,2018,6,Alibori,185000,Moyen,SOBAC
PRT-0679-BJ,Véhicule léger 4x4,Nissan,2010,14,Collines,322000,Mauvais,NSIA Bénin
PRT-0680-BJ,Camion benne,Volvo,2009,15,Collines,506000,Moyen,Allianz Bénin
PRT-0681-BJ,Camion benne,IVECO,2010,14,Zou,469000,Mauvais,SOBAC
PRT-0682-BJ,Camion benne,IVECO,2007,17,Atlantique,518000,Mauvais,BGFA Bénin
PRT-0683-BJ,Niveleuse,Volvo CE,2018,6,Collines,251000,Moyen,BGFA Bénin
PRT-0684-BJ,Camion benne,FAW,2013,11,Littoral,328000,Moyen,COLINA
PRT-0685-BJ,Compacteur,Volvo CE,2017,7,Ouémé,151000,Bon,COLINA
PRT-0686-BJ,Chargeur,Hitachi,2018,6,Alibori,125000,Bon,UAB
PRT-0687-BJ,Camion malaxeur béton,Mercedes-Benz,2022,2,Zou,38000,Bon,NSIA Bénin
PRT-0688-BJ,Niveleuse,Liebherr,2022,2,Alibori,89000,Bon,BGFA Bénin
PRT-0689-BJ,Pelle hydraulique,JCB,2021,3,Ouémé,131000,Bon,NSIA Bénin
PRT-0690-BJ,Pelle hydraulique,JCB,2012,12,Donga,482000,Moyen,UAB
PRT-0691-BJ,Véhicule léger 4x4,Land Rover,2008,16,Ouémé,642000,Moyen,Allianz Bénin
PRT-0692-BJ,Camion malaxeur béton,MAN,2014,10,Collines,234000,Moyen,Allianz Bénin
PRT-0693-BJ,Camion benne,Mercedes-Benz,2021,3,Littoral,46000,Bon,UAB
PRT-0694-BJ,Pelle hydraulique,SANY,2018,6,Ouémé,218000,Bon,COLINA
PRT-0695-BJ,Camion benne,FAW,2018,6,Zou,224000,Bon,UAB
PRT-0696-BJ,Bulldozer,JCB,2022,2,Borgou,62000,Bon,Allianz Bénin
PRT-0697-BJ,Véhicule léger 4x4,Mitsubishi,2020,4,Atlantique,105000,Bon,BGFA Bénin
PRT-0698-BJ,Pelle hydraulique,Liebherr,2008,16,Borgou,607000,Mauvais,Allianz Bénin
PRT-0699-BJ,Camion benne,FAW,2017,7,Borgou,246000,Moyen,SOBAC
PRT-0700-BJ,Pelle hydraulique,Caterpillar,2010,14,Ouémé,579000,Mauvais,NSIA Bénin
PRT-0701-BJ,Grue mobile,Doosan,2018,6,Littoral,163000,Bon,NSIA Bénin
PRT-0702-BJ,Compacteur,JCB,2017,7,Collines,268000,Bon,COLINA
PRT-0703-BJ,Camion benne,Volvo,2020,4,Ouémé,146000,Bon,BGFA Bénin
PRT-0704-BJ,Niveleuse,Volvo CE,2006,18,Borgou,682000,Mauvais,Allianz Bénin
PRT-0705-BJ,Compacteur,Caterpillar,2016,8,Atlantique,161000,Bon,NSIA Bénin
PRT-0706-BJ,Camion plateau,FOTON,2016,8,Collines,173000,Moyen,COLINA
PRT-0707-BJ,Camion benne,MAN,2007,17,Zou,566000,Mauvais,COLINA
PRT-0708-BJ,Véhicule léger 4x4,Ford,2012,12,Collines,339000,Bon,COLINA
PRT-0709-BJ,Camion benne,Volvo,2018,6,Zou,189000,Bon,SAAR-Bénin
PRT-0710-BJ,Véhicule léger 4x4,Toyota,2021,3,Donga,131000,Bon,COLINA
PRT-0711-BJ,Camion citerne,IVECO,2019,5,Mono,201000,Bon,Allianz Bénin
PRT-0712-BJ,Bulldozer,Doosan,2019,5,Atacora,154000,Moyen,NSIA Bénin
PRT-0713-BJ,Camion benne,FOTON,2012,12,Borgou,304000,Moyen,UAB
PRT-0714-BJ,Finisseur asphalte,Hitachi,2022,2,Littoral,85000,Bon,SAAR-Bénin
PRT-0715-BJ,Camion benne,MAN,2017,7,Borgou,122000,Moyen,COLINA
PRT-0716-BJ,Camion malaxeur béton,SHACMAN,2015,9,Ouémé,214000,Mauvais,Allianz Bénin
PRT-0717-BJ,Finisseur asphalte,Volvo CE,2020,4,Borgou,92000,Bon,BGFA Bénin
PRT-0718-BJ,Camion benne,DAF,2011,13,Alibori,347000,Mauvais,Allianz Bénin
PRT-0719-BJ,Camion citerne,MAN,2007,17,Borgou,597000,Mauvais,NSIA Bénin
PRT-0720-BJ,Camion citerne,FAW,2006,18,Alibori,456000,Mauvais,UAB
PRT-0721-BJ,Chargeur,XCMG,2020,4,Littoral,127000,Moyen,SAAR-Bénin
PRT-0722-BJ,Véhicule léger 4x4,Mitsubishi,2009,15,Littoral,460000,Mauvais,COLINA
PRT-0723-BJ,Camion benne,SINO TRUCK,2017,7,Atacora,210000,Moyen,NSIA Bénin
PRT-0724-BJ,Pelle hydraulique,Doosan,2015,9,Borgou,197000,Bon,UAB
PRT-0725-BJ,Compacteur,SANY,2016,8,Collines,264000,Moyen,SAAR-Bénin
PRT-0726-BJ,Camion benne,SHACMAN,2015,9,Ouémé,197000,Moyen,UAB
PRT-0727-BJ,Pelle hydraulique,SANY,2016,8,Alibori,167000,Moyen,COLINA
PRT-0728-BJ,Camion benne,DAF,2008,16,Borgou,531000,Mauvais,UAB
PRT-0729-BJ,Chargeur,Volvo CE,2009,15,Alibori,457000,Mauvais,BGFA Bénin
PRT-0730-BJ,Camion benne,FOTON,2020,4,Littoral,143000,Moyen,COLINA
PRT-0731-BJ,Niveleuse,SANY,2020,4,Atlantique,134000,Bon,NSIA Bénin
PRT-0732-BJ,Véhicule léger 4x4,Land Rover,2010,14,Littoral,429000,Mauvais,BGFA Bénin
PRT-0733-BJ,Compacteur,Doosan,2015,9,Atlantique,299000,Moyen,BGFA Bénin
PRT-0734-BJ,Camion benne,Mercedes-Benz,2018,6,Littoral,209000,Moyen,Allianz Bénin
PRT-0735-BJ,Compacteur,Hitachi,2010,14,Mono,359000,Moyen,SOBAC
PRT-0736-BJ,Niveleuse,Doosan,2007,17,Ouémé,607000,Moyen,Allianz Bénin
PRT-0737-BJ,Chargeur,SANY,2018,6,Collines,257000,Bon,NSIA Bénin
PRT-0738-BJ,Camion benne,SINO TRUCK,2012,12,Atlantique,459000,Moyen,SAAR-Bénin
PRT-0739-BJ,Compacteur,JCB,2013,11,Atacora,296000,Mauvais,SOBAC
PRT-0740-BJ,Compacteur,Doosan,2018,6,Littoral,115000,Moyen,SOBAC
PRT-0741-BJ,Camion benne,IVECO,2007,17,Atlantique,308000,Mauvais,NSIA Bénin
PRT-0742-BJ,Camion malaxeur béton,SHACMAN,2022,2,Littoral,81000,Bon,UAB
PRT-0743-BJ,Niveleuse,Komatsu,2008,16,Atlantique,583000,Moyen,UAB
PRT-0744-BJ,Véhicule léger 4x4,Nissan,2014,10,Plateau,323000,Bon,BGFA Bénin
PRT-0745-BJ,Camion benne,Mercedes-Benz,2016,8,Atacora,245000,Moyen,UAB
PRT-0746-BJ,Camion plateau,FAW,2013,11,Zou,416000,Bon,COLINA
PRT-0747-BJ,Camion benne,SHACMAN,2018,6,Zou,151000,Bon,SAAR-Bénin
PRT-0748-BJ,Niveleuse,Volvo CE,2007,17,Plateau,400000,Mauvais,Allianz Bénin
PRT-0749-BJ,Véhicule léger 4x4,Toyota,2021,3,Alibori,128000,Bon,Allianz Bénin
PRT-0750-BJ,Véhicule léger 4x4,Isuzu,2022,2,Littoral,62000,Bon,BGFA Bénin
PRT-0751-BJ,Véhicule léger 4x4,Toyota,2018,6,Alibori,247000,Bon,NSIA Bénin
PRT-0752-BJ,Niveleuse,Volvo CE,2018,6,Atacora,139000,Bon,Allianz Bénin
PRT-0753-BJ,Bulldozer,JCB,2017,7,Atlantique,248000,Bon,Allianz Bénin
PRT-0754-BJ,Niveleuse,XCMG,2014,10,Collines,238000,Moyen,UAB
PRT-0755-BJ,Camion benne,MAN,2010,14,Littoral,419000,Moyen,COLINA
PRT-0756-BJ,Véhicule léger 4x4,Land Rover,2020,4,Littoral,67000,Bon,COLINA
PRT-0757-BJ,Camion benne,MAN,2014,10,Atlantique,388000,Mauvais,NSIA Bénin
PRT-0758-BJ,Camion benne,Volvo,2005,19,Plateau,479000,Moyen,BGFA Bénin
PRT-0759-BJ,Camion citerne,SINO TRUCK,2019,5,Borgou,88000,Bon,BGFA Bénin
PRT-0760-BJ,Bulldozer,Liebherr,2006,18,Atlantique,590000,Mauvais,UAB
PRT-0761-BJ,Camion benne,IVECO,2017,7,Alibori,281000,Bon,SOBAC
PRT-0762-BJ,Camion benne,SHACMAN,2012,12,Borgou,361000,Bon,SOBAC
PRT-0763-BJ,Camion citerne,FAW,2011,13,Plateau,328000,Mauvais,SAAR-Bénin
PRT-0764-BJ,Camion benne,Mercedes-Benz,2022,2,Zou,47000,Bon,UAB
PRT-0765-BJ,Pelle hydraulique,Volvo CE,2016,8,Atacora,177000,Mauvais,NSIA Bénin
PRT-0766-BJ,Camion benne,FOTON,2015,9,Littoral,307000,Mauvais,NSIA Bénin
PRT-0767-BJ,Véhicule léger 4x4,Nissan,2005,19,Mono,715000,Mauvais,UAB
PRT-0768-BJ,Pelle hydraulique,Liebherr,2016,8,Borgou,251000,Moyen,NSIA Bénin
PRT-0769-BJ,Pelle hydraulique,SANY,2006,18,Littoral,684000,Mauvais,COLINA
PRT-0770-BJ,Camion citerne,Volvo,2020,4,Atlantique,163000,Moyen,SOBAC
PRT-0771-BJ,Bulldozer,Doosan,2011,13,Littoral,504000,Mauvais,Allianz Bénin
PRT-0772-BJ,Camion benne,Mercedes-Benz,2020,4,Borgou,131000,Bon,SOBAC
PRT-0773-BJ,Niveleuse,Liebherr,2022,2,Ouémé,78000,Bon,UAB
PRT-0774-BJ,Camion benne,FAW,2010,14,Littoral,346000,Moyen,BGFA Bénin
PRT-0775-BJ,Camion benne,SINO TRUCK,2019,5,Littoral,137000,Bon,SOBAC
PRT-0776-BJ,Camion benne,Mercedes-Benz,2016,8,Borgou,309000,Moyen,NSIA Bénin
PRT-0777-BJ,Pelle hydraulique,Hitachi,2017,7,Littoral,281000,Bon,COLINA
PRT-0778-BJ,Camion benne,IVECO,2015,9,Ouémé,163000,Moyen,COLINA
PRT-0779-BJ,Pelle hydraulique,Caterpillar,2009,15,Littoral,278000,Moyen,UAB
PRT-0780-BJ,Camion benne,Mercedes-Benz,2017,7,Collines,266000,Bon,COLINA
PRT-0781-BJ,Camion benne,SINO TRUCK,2012,12,Collines,262000,Bon,SOBAC
PRT-0782-BJ,Niveleuse,Komatsu,2019,5,Alibori,166000,Bon,SOBAC
PRT-0783-BJ,Camion malaxeur béton,FOTON,2016,8,Alibori,282000,Bon,SAAR-Bénin
PRT-0784-BJ,Niveleuse,Komatsu,2014,10,Littoral,320000,Moyen,NSIA Bénin
PRT-0785-BJ,Camion benne,DAF,2022,2,Ouémé,43000,Bon,COLINA
PRT-0786-BJ,Pelle hydraulique,Liebherr,2022,2,Borgou,57000,Bon,SOBAC
PRT-0787-BJ,Camion benne,SINO TRUCK,2019,5,Borgou,92000,Bon,Allianz Bénin
PRT-0788-BJ,Camion citerne,FAW,2017,7,Zou,227000,Bon,COLINA
PRT-0789-BJ,Véhicule léger 4x4,Ford,2015,9,Zou,384000,Mauvais,SAAR-Bénin
PRT-0790-BJ,Véhicule léger 4x4,Land Rover,2018,6,Alibori,137000,Bon,COLINA
PRT-0791-BJ,Niveleuse,JCB,2022,2,Donga,47000,Bon,SAAR-Bénin
PRT-0792-BJ,Camion plateau,SHACMAN,2017,7,Littoral,170000,Bon,COLINA
PRT-0793-BJ,Camion benne,Volvo,2014,10,Littoral,220000,Mauvais,BGFA Bénin
PRT-0794-BJ,Véhicule léger 4x4,Land Rover,2013,11,Atacora,371000,Moyen,COLINA
PRT-0795-BJ,Camion benne,Mercedes-Benz,2019,5,Ouémé,135000,Bon,COLINA
PRT-0796-BJ,Camion benne,IVECO,2014,10,Littoral,221000,Moyen,SOBAC
PRT-0797-BJ,Camion benne,SINO TRUCK,2020,4,Littoral,150000,Moyen,SOBAC
PRT-0798-BJ,Compacteur,Komatsu,2014,10,Littoral,275000,Mauvais,NSIA Bénin
PRT-0799-BJ,Camion citerne,SINO TRUCK,2016,8,Atacora,347000,Moyen,NSIA Bénin
PRT-0800-BJ,Chargeur,Volvo CE,2005,19,Collines,319000,Mauvais,SAAR-Bénin
PRT-0801-BJ,Niveleuse,SANY,2022,2,Zou,51000,Bon,COLINA
PRT-0802-BJ,Pelle hydraulique,Liebherr,2006,18,Borgou,533000,Mauvais,BGFA Bénin
PRT-0803-BJ,Compacteur,Hitachi,2007,17,Atlantique,475000,Moyen,Allianz Bénin
PRT-0804-BJ,Camion benne,MAN,2020,4,Zou,112000,Bon,SAAR-Bénin
PRT-0805-BJ,Camion benne,FAW,2018,6,Borgou,117000,Bon,UAB
PRT-0806-BJ,Niveleuse,Doosan,2017,7,Collines,246000,Bon,SOBAC
PRT-0807-BJ,Niveleuse,Volvo CE,2007,17,Atlantique,636000,Mauvais,COLINA
PRT-0808-BJ,Camion benne,FOTON,2018,6,Ouémé,158000,Bon,COLINA
PRT-0809-BJ,Pelle hydraulique,XCMG,2010,14,Couffo,578000,Mauvais,UAB
PRT-0810-BJ,Compacteur,Doosan,2006,18,Donga,674000,Moyen,SAAR-Bénin
PRT-0811-BJ,Camion benne,MAN,2008,16,Borgou,566000,Moyen,Allianz Bénin
PRT-0812-BJ,Chargeur,XCMG,2005,19,Ouémé,475000,Mauvais,UAB
PRT-0813-BJ,Véhicule léger 4x4,Ford,2011,13,Borgou,428000,Moyen,COLINA
PRT-0814-BJ,Bulldozer,Hitachi,2020,4,Collines,151000,Moyen,SOBAC
PRT-0815-BJ,Pelle hydraulique,JCB,2021,3,Littoral,62000,Bon,NSIA Bénin
PRT-0816-BJ,Véhicule léger 4x4,Land Rover,2013,11,Littoral,168000,Moyen,NSIA Bénin
PRT-0817-BJ,Véhicule léger 4x4,Ford,2016,8,Atacora,347000,Bon,SOBAC
PRT-0818-BJ,Véhicule léger 4x4,Isuzu,2021,3,Mono,55000,Bon,SAAR-Bénin
PRT-0819-BJ,Niveleuse,Hitachi,2007,17,Littoral,510000,Mauvais,COLINA
PRT-0820-BJ,Camion malaxeur béton,Mercedes-Benz,2006,18,Atlantique,467000,Mauvais,UAB
PRT-0821-BJ,Véhicule léger 4x4,Nissan,2005,19,Ouémé,674000,Mauvais,SAAR-Bénin
PRT-0822-BJ,Camion benne,FAW,2013,11,Alibori,482000,Moyen,UAB
PRT-0823-BJ,Chargeur,Caterpillar,2022,2,Donga,45000,Bon,Allianz Bénin
PRT-0824-BJ,Véhicule léger 4x4,Isuzu,2009,15,Littoral,558000,Mauvais,COLINA
PRT-0825-BJ,Chargeur,Volvo CE,2018,6,Atlantique,151000,Bon,COLINA
PRT-0826-BJ,Véhicule léger 4x4,Mitsubishi,2009,15,Atlantique,491000,Moyen,SOBAC
PRT-0827-BJ,Camion citerne,Volvo,2014,10,Borgou,448000,Mauvais,Allianz Bénin
PRT-0828-BJ,Véhicule léger 4x4,Nissan,2010,14,Atlantique,540000,Mauvais,NSIA Bénin
PRT-0829-BJ,Camion benne,Volvo,2005,19,Borgou,543000,Mauvais,UAB
PRT-0830-BJ,Véhicule léger 4x4,Land Rover,2013,11,Littoral,212000,Bon,Allianz Bénin
PRT-0831-BJ,Camion benne,IVECO,2012,12,Collines,190000,Moyen,SAAR-Bénin
PRT-0832-BJ,Camion benne,SHACMAN,2009,15,Zou,575000,Mauvais,SOBAC
PRT-0833-BJ,Véhicule léger 4x4,Isuzu,2020,4,Plateau,90000,Bon,NSIA Bénin
